403	United States	PCI	Geomatics GXL	http://www.pcigeomatics.com/software/gxl/gxl-overview	Image processing
404	United States	Hexagon Geospatial	GeoMedia	https://www.hexagongeospatial.com/brochure-pages/geomedia-brochure	GIS management platform that aggregates data and aids in analysis
405	Russian Federation	GridPoint Dynamics (GPD)	GeoPlat-RS	https://www.geoplat.pro/en/products/geoplat-pro-rs/	Geoplat Pro-RS is a parallel hydrodynamic simulator with a flexible architecture. This enables to reduce the time for writing the entire simulator by 2/3, and, as consequence, to quickly bring new physical processes into the algorithm.
406	United Kingdom	Geoteric	Geoteric	http://www.geoteric.com/software	Seismic interpretation
407	United States	Geoweb3d	GeoWeb3d Desktop	http://www.geoweb3d.com/products/desktop/overview/	Geospatial visualization of 3D and 2D data, mensuration and mission planning
408	Japan	Akiyama_Laboratory, Tokyo Institute of Technology	GHOST-Z GPU	https://github.com/akiyamalab/ghostz-gpu	Sequence homology search tool.
409	United States	Gigantum	Gigantum Platform	https://docs.gigantum.com/	Gigantum is a new approach to data science that helps users to work wherever they want but still have a managed experience. It automates user level tasks for tools like Git and Docker, and it makes skilled data scientists faster and new data scientists more skilled.
410	United States	Topaz Labs	Gigapixel AI	https://topazlabs.com/ai-gigapixel/	Photo up scaling by using AI to "fill in" and add new detail when enlarging photos.
411	United States	Avesha, LLC	Global Application Slice for Advanced Healthcare Applications	avesha.io/	An intelligent multi-cluster service mesh that offers security, resiliency, observability and load balancing for healthcare applications (AI assist during procedures) distributed across cloud infrastructures.
412	United States	MISYS	Global Risk	http://www.misys.com/	Regulatory compliance and enterprise wide risk transparency package.
413	India	Cancer Moonshot	GoPink-AI Can Think	www.gopink.in	Go Pink AI software,  can help breast cancer patients & Oncologists for breast cancer treatment plans validation to gain life again for just $1
414	Denmark	GPAW	GPAW	https://wiki.fysik.dtu.dk/gpaw/devel/projects/gpu.html	Real-space grid DFT code written in C and Python.
415	Portugal	Universidade do Porto	GPU-AH	https://arxiv.org/abs/1809.00995	Developed at Centro de Astrofisica e Astronomia da Universidade do Porto, GPU-AH simulates the evolution of a network of line-like topological defects - Abelian-Higgs cosmic strings - in a cosmic context.
416	United States	Carnegie Mellon University	GPU-Blast	https://sahinidis.coe.gatech.edu/gpublast	An accelerated version of the popular NCBI-BLAST, producing identical results. Local search with fast k-tuple heuristic
417	United States	Acellera Ltd	GPUgrid.net	http://gpugrid.net/	A distributed computing project that uses GPUs for molecular simulations.
418	United States	Multicamera Systems	GPUSqueeze	https://multicamera.systems/library.html	GPUSqueeze is cross platform software library for multi-stream and ultra high speed video encoding, transcoding and processing using multi-GPU and distributed setups. The library uses highly optimized patent pending algorithms to achieve maximum speed, high hardware utilization and provides almost linear performance scaling with the increase of number of GPUs in the system.
419	Portugal	Universidade do Porto	GPUwalls	https://arxiv.org/abs/1710.10420	Developed at Centro de Astrofisica e Astronomia da Universidade do Porto, GPUwalls simulates the evolution of a network of the simplest topological defect - domain wall - in a cosmic context.
420	United States	Paperspace	Gradient	https://gradient.paperspace.com/	Modern MLOps focused on speed and simplicity. From exploration to production, Gradient enables individuals and teams to quickly develop, track, and collaborate on Machine Learning models of any size and complexity.
421	United States	IBM/TWC	GRAF	https://newsroom.ibm.com/2019-01-08-New-IBM-Weather-System-to-Provide-Vastly-Improved-Forecasting-Around-the-World	New GPU-based global weather model based on MPAS from NCAR
422	Germany	Wavelet Beam	Grain and Noise Reducer	http://projekte.waveletbeam.com/GRAIN&NOISE.pdf	Video noise reduction
423	United States	Prometech	GranuleWorks	https://www.granuleworks.com/home_en.html	DEM-based advanced simulator for granular materials in pharma and powder metallurgy: granular material segregation, screening, grinding, screw conveying, mixing, compaction, filling. dustproof, toner transport, electrode materials filling, cliff collapses/debris flow, etc.
424	United States	Graphistry, Inc.	Graphistry	graphistry.com	Graphistry is the first visual investigation platform to handle increasing enterprise-scale workloads.
425	United States	McNeel & Assoc.	Grasshopper	https://www.grasshopper3d.com/	Grasshopper is a graphical algorithm editor tightly integrated with Rhino's 3-D modeling tools. Unlike RhinoScript, Grasshopper requires no knowledge of programming or scripting, but still allows designers to build form generators from the simple to the awe-inspiring.
426	Poland	Poznan University of Technology	GRASShopPER	http://bio.cs.put.poznan.pl/programs/5a6e3ec4433e908bbb000001	GRASShopPER (GPU overlap GRaph ASSembler using Paired End Reads) is the novel assembly method that follows the approach of overlap–layout–consensus (OLC).
427	Singapore	Graymatics	Graymatics	https://www.graymatics.com/	Graymatics provides a cognitive multimedia analytics platform capable of transforming images and videos into meaningful granular data. We primarily offer CCTV based Video Analytics solutions to enable our clients draw critical insights from existing infrastructure all in detailed dashboards.
428	United States	Gridspace	Gridspace	https://www.gridspace.com/sift	Voice analytics to turn streaming speech audio into useful data and service metrics. Instrumental to contact / call center and work communications with powerful deep learning-driven voice analytics.
429	Sweden	KTH Royal Institute of Technology	GROMACS	www.gromacs.org	Simulation of biochemical molecules with complicated bond interactions
430	United Kingdom	Grundium	Grundium OCUS	www.grundium.com	Microscope scanner for digital pathology
431	United States	University of California Irvine(UC Irvine)	GTC	http://phoenix.ps.uci.edu/GTC/	Gyrokinetic Plasma Fusion for Modeling a Tokamak reactor
432	United States	University of California Irvine(UC Irvine)	GTC Irvine	http://phoenix.ps.uci.edu/gtc_group/?page_id=38	The gyrokinetic toroidal code (GTC) is a massively parallel, particle-in-cell code for turbulence simulation in support of the burning plasma experiment ITER, the crucial next step in the quest for fusion energy. GTC is the production code for the multi-institutional US Department Of Energy (DOE) Scientific Discovery through Advanced Computing (SciDAC) project, GSEP Center (Gyrokinetic Simulation of Energetic Particle Turbulence and Transport), and DOE INCITE project that was awarded 35M hours of CPU time for 2011. Currently maintained at UC Irvine, GTC was the first fusion code to reach in production simulations the teraflop in 2001 on the seaborg computer at NERSC and the petaflop in 2008 on the jaguar computer at ORNL. GTC simulation of the turbulence self-regulation by zonal flows was published in a 1998 Science paper, which has received the most citations for any magnetic fusion research paper published since 1996.
433	United States	Princeton Plasma Phyiscs Lab	GTC-P	tps://arxiv.org/abs/1510.05546	A development code for optimization of plasma physics. Full science and data sets are included, but in a simplified form to allow performance testing and tuning.
434	United Kingdom	OXFORD NANOPORE TECHNOLOGIES	Guppy	https://nanoporetech.com/nanopore-sequencing-data-analysis	Guppy is a data processing toolkit that contains Oxford Nanopore’s basecalling algorithm
435	United States	ORNL	gWL-LSMS	http://adsabs.harvard.edu/abs/2009APS..MARW32002E	Materials code for investigating the effects of temperature on magnetism.
436	United States	H2O.ai	H2O4GPU	https://www.h2o.ai/gpu/	H2O is a popular machine learning platform which offers GPU-accelerated machine learning. In addition, they offer deep learning by integrating popular deep learning frameworks.
437	United States	HACC	HACC	http://dl.acm.org/citation.cfm?id=2504566	Simulates N-Body Astrophysics. The HACC (Hardware/Hybrid Accelerated Cosmology Code) framework exploits this diverse landscape at the largest scales of problem size, obtaining high scalability and sustained performance. Developed to satisfy the science requirements of cosmological surveys, HACC melds particle and grid methods using a novel algorithmic structure that flexibly maps across architectures, including CPU/GPU, multi/many-core, and Blue Gene systems. We demonstrate the success of HACC on two very different machines, the CPU/GPU system Titan and the BG/Q systems Sequoia and Mira, attaining unprecedented levels of scalable performance. We demonstrate strong and weak scaling on Titan, obtaining up to 99.2% parallel efficiency, evolving 1.1 trillion particles.
